name,description,image,attributes
87,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/87.png,"[{'trait_type': 'Background', 'value': 'Green'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy'}, {'trait_type': 'Right Eye', 'value': 'Emerald'}, {'trait_type': 'Left Eye', 'value': 'Robot'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Tuxedo'}, {'trait_type': 'Jewelry', 'value': 'Nose Ring'}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

88,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/88.png,"[{'trait_type': 'Background', 'value': 'Yellow'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Puffer Jacket'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Docker Beanie'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

89,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/89.png,"[{'trait_type': 'Background', 'value': 'Green'}, {'trait_type': 'Body', 'value': 'Mosaic'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Hippie Vest'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

90,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/90.png,"[{'trait_type': 'Background', 'value': 'Indigo'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Tank Top NY'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Captain Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

91,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/91.png,"[{'trait_type': 'Background', 'value': 'Pink'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Hippie Vest'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Docker Beanie'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

92,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/92.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy Gold Grill'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Robot'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Tuxedo'}, {'trait_type': 'Jewelry', 'value': 'Nose Ring'}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

93,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/93.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Tuxedo Red'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

94,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/94.png,"[{'trait_type': 'Background', 'value': 'Baby Blue'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

95,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/95.png,"[{'trait_type': 'Background', 'value': 'Green'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered Blue'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Fur Coat Dalmation'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Party Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

96,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/96.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Robot'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Vacation Shirt Red'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Fez'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

97,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/97.png,"[{'trait_type': 'Background', 'value': 'Indigo'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite Blue'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Tuxedo'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

98,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/98.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': 'Nose Stud'}, {'trait_type': 'Headwear', 'value': 'Cowboy Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

99,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/99.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy Gold Grill'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Pablo des Gar�ons'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Bandana Red'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

100,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/100.png,"[{'trait_type': 'Background', 'value': 'Pink'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Tuxedo'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Straw Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

